,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
2020-01-23,8406.515625,162.92855834960938,0.9984089732170105,8406.515625,162.92855834960938,0.9984089732170105,8687.7470703125,168.31224060058594,1.005092978477478,8333.6376953125,160.29531860351562,0.9963449835777283,8680.650390625,168.2957000732422,1.000722050666809,25770680779,10396868698,33631459310
2020-01-24,8445.4345703125,163.05117797851562,1.0029699802398682,8445.4345703125,163.05117797851562,1.0029699802398682,8514.6669921875,164.3094482421875,1.0054140090942383,8266.8408203125,156.74974060058594,0.992917001247406,8405.5673828125,162.8993682861328,0.9991040229797363,24397913026,10657671162,33356108238
2020-01-25,8367.84765625,161.283935546875,1.0021129846572876,8367.84765625,161.283935546875,1.0021129846572876,8458.453125,163.22723388671875,1.0056840181350708,8296.21875,158.63247680664062,0.9965389966964722,8440.119140625,163.06729125976562,1.0036590099334717,19647331549,8256956802,26340299495
2020-01-26,8596.830078125,168.0771026611328,1.0005040168762207,8596.830078125,168.0771026611328,1.0005040168762207,8602.4013671875,168.22032165527344,1.0083370208740234,8325.498046875,160.2811279296875,0.9973589777946472,8364.41015625,161.17681884765625,1.001947045326233,22177678796,9261861590,29121614731
2020-01-27,8909.8193359375,170.93089294433594,1.0018999576568604,8909.8193359375,170.93089294433594,1.0018999576568604,8977.7265625,172.92291259765625,1.007146954536438,8597.30859375,166.90109252929688,0.9932299852371216,8597.30859375,168.00885009765625,1.0015499591827393,28647338393,11004476145,37771545362
2020-01-28,9358.58984375,176.3703155517578,1.0007599592208862,9358.58984375,176.3703155517578,1.0007599592208862,9358.58984375,176.3703155517578,1.008239984512329,8908.447265625,170.73806762695312,0.9910669922828674,8912.5244140625,170.88485717773438,1.0020140409469604,34398744403,11772875064,44123906993
2020-01-29,9316.6298828125,175.0503387451172,1.002295970916748,9316.6298828125,175.0503387451172,1.002295970916748,9406.431640625,178.8429718017578,1.00626802444458,9269.4677734375,175.0503387451172,0.9931740164756775,9357.470703125,176.34788513183594,1.0015289783477783,30682598115,10725267311,42323320108
2020-01-30,9508.9931640625,184.6904754638672,1.0014519691467285,9508.9931640625,184.6904754638672,1.0014519691467285,9553.1259765625,186.26048278808594,1.0109959840774536,9230.8974609375,172.3746337890625,0.99754798412323,9316.0166015625,174.91770935058594,1.0032190084457397,32378792851,12604789338,43624728074
2020-01-31,9350.529296875,180.16017150878906,1.000648021697998,9350.529296875,180.16017150878906,1.000648021697998,9521.7060546875,185.4058380126953,1.006945013999939,9230.7763671875,176.29681396484375,0.9974089860916138,9508.3134765625,184.73690795898438,1.002195954322815,29432489719,11728616394,40496855325
2020-02-01,9392.875,183.6739501953125,1.0012160539627075,9392.875,183.6739501953125,1.0012160539627075,9439.3232421875,183.84555053710938,1.0049489736557007,9313.2392578125,179.74517822265625,0.997052013874054,9346.357421875,180.11376953125,1.0002520084381104,25922656496,11569697182,34763069931
2020-02-02,9344.365234375,188.61753845214844,1.0005439519882202,9344.365234375,188.61753845214844,1.0005439519882202,9468.7978515625,193.0803985595703,1.008178949356079,9217.82421875,180.1739501953125,0.9960960149765015,9389.8203125,183.53250122070312,1.0016080141067505,30835736946,14054425389,40560625161
2020-02-03,9293.521484375,189.8650665283203,0.9989129900932312,9293.521484375,189.8650665283203,0.9989129900932312,9540.3720703125,193.4368896484375,1.00667405128479,9248.6337890625,188.0126953125,0.9943140149116516,9344.68359375,188.60740661621094,1.0013610124588013,30934096509,12392875241,39849489336
2020-02-04,9180.962890625,189.25059509277344,1.0017449855804443,9180.962890625,189.25059509277344,1.0017449855804443,9331.265625,191.1114959716797,1.0050630569458008,9112.8115234375,185.40362548828125,0.9963290095329285,9292.841796875,189.86172485351562,0.9993640184402466,29893183716,11714191695,36950713371
2020-02-05,9613.423828125,204.23023986816406,1.0028380155563354,9613.423828125,204.23023986816406,1.0028380155563354,9701.2998046875,206.8040008544922,1.0064729452133179,9163.7041015625,188.752685546875,0.993602991104126,9183.416015625,189.29910278320312,1.0019149780273438,35222060874,14865434435,46504757742
2020-02-06,9729.8017578125,212.33908081054688,0.997215986251831,9729.8017578125,212.33908081054688,0.997215986251831,9824.619140625,214.59771728515625,1.0182470083236694,9539.818359375,201.90406799316406,0.9962249994277954,9617.8212890625,204.12969970703125,1.0021530389785767,37628823716,16425589683,46549174003
2020-02-07,9795.943359375,222.72605895996094,0.997750997543335,9795.943359375,222.72605895996094,0.997750997543335,9834.716796875,223.14093017578125,1.002750039100647,9726.0029296875,212.30419921875,0.9948599934577942,9726.0029296875,212.31588745117188,0.997452974319458,34522718159,16673443564,42966951015
2020-02-08,9865.119140625,223.14651489257812,0.999534010887146,9865.119140625,223.14651489257812,0.999534010887146,9876.7490234375,226.5880889892578,1.006553053855896,9678.91015625,215.38629150390625,0.9940239787101746,9793.0703125,222.51097106933594,0.9987729787826538,35172043762,16741203125,44251729422
2020-02-09,10116.673828125,228.5785675048828,1.0014729499816895,10116.673828125,228.5785675048828,1.0014729499816895,10129.435546875,229.86424255371094,1.0080289840698242,9850.392578125,222.98223876953125,0.9955700039863586,9863.89453125,222.98223876953125,0.9994410276412964,35807884663,15031356241,44977724508
2020-02-10,9856.611328125,223.522705078125,1.0006400346755981,9856.611328125,223.522705078125,1.0006400346755981,10165.765625,229.1846160888672,1.0151909589767456,9784.5634765625,218.08004760742188,0.9950039982795715,10115.5595703125,228.54913330078125,1.0012279748916626,39386548075,16210008511,48784184264
2020-02-11,10208.236328125,235.8511962890625,0.9984229803085327,10208.236328125,235.8511962890625,0.9984229803085327,10210.052734375,236.54713439941406,1.004830002784729,9729.3349609375,218.61761474609375,0.9914230108261108,9855.8916015625,223.3849334716797,1.0005749464035034,37648059389,16964695963,46001561028
2020-02-12,10326.0546875,265.4061279296875,1.002558946609497,10326.0546875,265.4061279296875,1.002558946609497,10393.611328125,272.3988342285156,1.0063279867172241,10202.3876953125,235.89627075195312,0.9944700002670288,10202.3876953125,235.89822387695312,0.9984599947929382,43444303830,24545049386,54829582150
2020-02-13,10214.3798828125,268.0992431640625,0.9985790252685547,10214.3798828125,268.0992431640625,0.9985790252685547,10457.626953125,273.7410583496094,1.0158319473266602,10116.1611328125,258.9225158691406,0.9919080138206482,10323.9609375,265.0527038574219,1.0036089420318604,49356071373,25801317504,63588479574
2020-02-14,10312.1162109375,284.2174987792969,1.0001139640808105,10312.1162109375,284.2174987792969,1.0001139640808105,10321.99609375,285.0564270019531,1.0040860176086426,10125.5341796875,262.76251220703125,0.9956240057945251,10211.55078125,268.0232849121094,0.9986730217933655,43338264162,23558253463,54698567058
2020-02-15,9889.4248046875,264.72857666015625,0.999127984046936,9889.4248046875,264.72857666015625,0.999127984046936,10341.5556640625,287.1236877441406,1.0152250528335571,9874.427734375,264.2796630859375,0.9967359900474548,10313.8564453125,284.5613098144531,0.9996839761734009,43865054831,23682452994,57250318373
2020-02-16,9934.43359375,259.89471435546875,0.9992719888687134,9934.43359375,259.89471435546875,0.9992719888687134,10053.96875,272.8824462890625,1.0141849517822266,9722.38671875,242.48440551757812,0.99515300989151,9889.1796875,264.904052734375,0.9988570213317871,43374780305,25152366643,60160518246
2020-02-17,9690.142578125,266.3634338378906,0.9984740018844604,9690.142578125,266.3634338378906,0.9984740018844604,9938.8154296875,266.8712463378906,1.0074950456619263,9507.6376953125,244.3353271484375,0.992152988910675,9936.560546875,259.89056396484375,1.000717043876648,45998298413,26024080089,63038607545
2020-02-18,10141.99609375,281.944580078125,1.0007590055465698,10141.99609375,281.944580078125,1.0007590055465698,10161.935546875,283.1961364746094,1.009063959121704,9632.3828125,261.4638977050781,0.9893980026245117,9691.23046875,266.5088195800781,0.9983969926834106,47271023953,26511477187,60616752516
2020-02-19,9633.38671875,259.76397705078125,1.0013240575790405,9633.38671875,259.76397705078125,1.0013240575790405,10191.67578125,283.5379333496094,1.0309590101242065,9611.2236328125,259.76397705078125,0.9963160157203674,10143.798828125,282.0362854003906,1.0001349449157715,46992019710,22679414413,54920030584
2020-02-20,9608.4755859375,257.949462890625,1.002593994140625,9608.4755859375,257.949462890625,1.002593994140625,9643.216796875,263.6954040527344,1.0111550092697144,9507.900390625,250.95126342773438,0.9938340187072754,9629.3251953125,259.8198547363281,1.0020339488983154,44925260237,23229828870,55986244963
2020-02-21,9686.44140625,265.6006164550781,1.0031379461288452,9686.44140625,265.6006164550781,1.0031379461288452,9723.0146484375,267.0048522949219,1.0072040557861328,9589.7431640625,255.6890869140625,0.9939889907836914,9611.7822265625,257.89111328125,1.0024000406265259,40930547513,20867593292,47618138884
2020-02-22,9663.181640625,262.33172607421875,1.0018290281295776,9663.181640625,262.33172607421875,1.0018290281295776,9698.2314453125,266.38720703125,1.0072410106658936,9600.728515625,258.91314697265625,0.9970459938049316,9687.70703125,265.55157470703125,1.0017759799957275,35838025154,16906032862,41243330013
2020-02-23,9924.515625,273.754150390625,0.9980170130729675,9924.515625,273.754150390625,0.9980170130729675,9937.404296875,273.754150390625,1.0042229890823364,9657.791015625,261.96051025390625,0.992563009262085,9663.318359375,262.2784118652344,1.0025990009307861,41185185761,19585998814,47448629411
2020-02-24,9650.1748046875,265.2164306640625,0.9987999796867371,9650.1748046875,265.2164306640625,0.9987999796867371,9951.74609375,275.5395202636719,1.0125559568405151,9537.04296875,259.6251525878906,0.9960219860076904,9921.5830078125,273.705078125,0.9991379976272583,45080496648,22400845640,56599226979
2020-02-25,9341.705078125,247.81759643554688,1.0014539957046509,9341.705078125,247.81759643554688,1.0014539957046509,9652.7373046875,265.4314880371094,1.0125800371170044,9305.021484375,246.85899353027344,0.9939259886741638,9651.3125,265.28338623046875,0.9987409710884094,42515259129,21878882134,55034243501
2020-02-26,8820.5224609375,225.68026733398438,1.002742052078247,8820.5224609375,225.68026733398438,1.002742052078247,9354.7783203125,249.6497039794922,1.0127160549163818,8704.4267578125,221.2665557861328,0.9938070178031921,9338.2900390625,247.74020385742188,1.0012760162353516,50420050762,26235617201,68910958735
2020-02-27,8784.494140625,226.75338745117188,0.9984130263328552,8784.494140625,226.75338745117188,0.9984130263328552,8932.892578125,237.2289276123047,1.0074609518051147,8577.19921875,212.66452026367188,0.9926699995994568,8825.09375,225.68704223632812,1.0020509958267212,45470195695,25645522790,61401185853
2020-02-28,8672.455078125,226.760498046875,0.9970890283584595,8672.455078125,226.760498046875,0.9970890283584595,8890.4560546875,234.2089385986328,1.0111329555511475,8492.9326171875,216.34620666503906,0.9919329881668091,8788.728515625,226.98760986328125,0.9987890124320984,44605450443,22563530559,56902235264
2020-02-29,8599.5087890625,219.8485107421875,1.0063680410385132,8599.5087890625,219.8485107421875,1.0063680410385132,8775.6318359375,232.25662231445312,1.0078480243682861,8599.5087890625,219.8485107421875,0.9935749769210815,8671.212890625,226.8334503173828,0.9962670207023621,35792392544,18181296376,44948749121
2020-03-01,8562.4541015625,218.97059631347656,1.0004980564117432,8562.4541015625,218.97059631347656,1.0004980564117432,8726.796875,226.67788696289062,1.007101058959961,8471.212890625,214.13043212890625,0.9950039982795715,8599.7587890625,219.752685546875,1.0063400268554688,35349164300,18179807469,45828960109
2020-03-02,8869.669921875,230.5697784423828,0.9950000047683716,8869.669921875,230.5697784423828,0.9950000047683716,8921.30859375,232.81158447265625,1.0035550594329834,8532.630859375,217.28428649902344,0.9942049980163574,8563.2646484375,218.7116241455078,1.0015389919281006,42857674409,20305587789,67439071909
2020-03-03,8787.7861328125,224.47962951660156,1.0024969577789307,8787.7861328125,224.47962951660156,1.0024969577789307,8901.5986328125,232.3258056640625,1.0083880424499512,8704.990234375,221.732666015625,0.9935950040817261,8865.3876953125,230.5239715576172,0.9949880242347717,42386715821,19853178572,50681960308
2020-03-04,8755.24609375,224.51797485351562,1.000622034072876,8755.24609375,224.51797485351562,1.000622034072876,8843.3662109375,228.04042053222656,1.007567048072815,8712.431640625,222.08888244628906,0.996097981929779,8788.5419921875,224.56533813476562,1.0019750595092773,34746706368,16567075208,48605279710
2020-03-05,9078.7626953125,229.2681884765625,1.0025219917297363,9078.7626953125,229.2681884765625,1.0025219917297363,9142.0546875,234.3644561767578,1.006060004234314,8757.25390625,224.6418914794922,0.9963690042495728,8760.28515625,224.6418914794922,1.0005760192871094,39698054597,18201291785,49920180590
2020-03-06,9122.5458984375,243.52529907226562,0.9984300136566162,9122.5458984375,243.52529907226562,0.9984300136566162,9167.6953125,243.5549774169922,1.0059080123901367,9032.0791015625,228.7435760498047,0.9977279901504517,9078.30859375,229.16842651367188,1.002845048904419,40826885651,19374772256,49389801062
2020-03-07,8909.9541015625,237.85308837890625,1.000182032585144,8909.9541015625,237.85308837890625,1.000182032585144,9163.220703125,249.97848510742188,1.0077259540557861,8890.744140625,237.55128479003906,0.9973959922790527,9121.6005859375,243.7501983642578,0.9980210065841675,36216930370,19431652027,46199415513
2020-03-08,8108.1162109375,200.68905639648438,1.0097750425338745,8108.1162109375,200.68905639648438,1.0097750425338745,8914.34375,237.7806854248047,1.0217939615249634,8105.2529296875,200.6029815673828,0.9979919791221619,8908.2060546875,237.7806854248047,1.0007840394973755,39973102121,21381823651,54758243672
2020-03-09,7923.64453125,201.986328125,0.9990479946136475,7923.64453125,201.986328125,0.9990479946136475,8177.79345703125,207.45140075683594,1.010424017906189,7690.09814453125,192.2698974609375,0.9912610054016113,8111.146484375,201.31849670410156,1.0095950365066528,46936995808,23645428606,63879966769
2020-03-10,7909.7294921875,200.76724243164062,1.0017210245132446,7909.7294921875,200.76724243164062,1.0017210245132446,8136.9453125,205.71424865722656,1.0132969617843628,7814.76318359375,198.0644989013672,0.9939590096473694,7922.14697265625,202.86395263671875,0.9978399872779846,42213940994,18344930072,51217843378
2020-03-11,7911.43017578125,194.8685302734375,0.9988059997558594,7911.43017578125,194.8685302734375,0.9988059997558594,7950.814453125,202.9542999267578,1.0077420473098755,7642.8125,184.36215209960938,0.9943349957466125,7910.08984375,200.76803588867188,1.0014979839324951,38682762605,16984790291,47108137900
2020-03-12,4970.7880859375,112.34712219238281,1.0535850524902344,4970.7880859375,112.34712219238281,1.0535850524902344,7929.1162109375,195.14793395996094,1.078518033027649,4860.35400390625,111.21070861816406,0.9680899977684021,7913.6162109375,194.73892211914062,0.9989839792251587,53980357243,22134741655,74550564419
2020-03-13,5563.70703125,133.20181274414062,0.999629020690918,5563.70703125,133.20181274414062,0.999629020690918,5838.11474609375,137.42953491210938,1.0848020315170288,4106.98095703125,95.1843032836914,0.8994899988174438,5017.8310546875,112.68999481201172,1.0396050214767456,74156772075,27864623061,99315334323
2020-03-14,5200.3662109375,123.30602264404297,1.0016210079193115,5200.3662109375,123.30602264404297,1.0016210079193115,5625.2265625,134.484375,1.0142070055007935,5125.0693359375,122.41447448730469,0.9903990030288696,5573.07763671875,133.5824737548828,1.000514030456543,36154506008,12740784545,48327975513
2020-03-15,5392.31494140625,125.21430206298828,1.0019869804382324,5392.31494140625,125.21430206298828,1.0019869804382324,5836.64501953125,132.2421417236328,1.0185699462890625,5169.283203125,121.85365295410156,0.9913420081138611,5201.06689453125,123.24606323242188,1.0002340078353882,33997889639,12719251813,43945453268
2020-03-16,5014.47998046875,110.60587310791016,0.997003972530365,5014.47998046875,110.60587310791016,0.997003972530365,5385.2294921875,124.9961166381836,1.0413899421691895,4575.35791015625,105.17144012451172,0.9774450063705444,5385.2294921875,124.9961166381836,1.0009700059890747,45368026430,15984904590,57318450774
2020-03-17,5225.62939453125,113.9427490234375,0.9761450290679932,5225.62939453125,113.9427490234375,0.9761450290679932,5371.3486328125,118.98828125,1.0129979848861694,4981.9091796875,110.40678405761719,0.9554830193519592,5002.578125,110.40678405761719,0.9973779916763306,38622642935,12087490572,46775877399
2020-03-18,5238.4384765625,114.84226989746094,0.9742479920387268,5238.4384765625,114.84226989746094,0.9742479920387268,5331.833984375,116.02162170410156,1.0112570524215698,5069.3359375,111.74311065673828,0.9709479808807373,5227.11376953125,113.8576431274414,0.9737899899482727,37878801016,11617854009,45836273197
2020-03-19,6191.19287109375,136.59385681152344,1.0031930208206177,6191.19287109375,136.59385681152344,1.0031930208206177,6329.73583984375,140.52772521972656,1.0113619565963745,5236.96875,114.73286437988281,0.9535859823226929,5245.41650390625,114.83982849121094,0.9732840061187744,51000731797,16396753275,64076531532
2020-03-20,6198.7783203125,132.73716735839844,0.9975559711456299,6198.7783203125,132.73716735839844,0.9975559711456299,6844.26171875,150.8538055419922,1.0256589651107788,5865.78173828125,122.60565948486328,0.9635599851608276,6191.65380859375,136.64927673339844,1.002377986907959,54442976103,18960388062,72319289643
2020-03-21,6185.06640625,132.81871032714844,1.0009499788284302,6185.06640625,132.81871032714844,1.0009499788284302,6378.13525390625,135.972412109375,1.0160449743270874,5932.8232421875,127.16375732421875,0.9862210154533386,6206.521484375,133.1017608642578,0.9971680045127869,42494390880,13684083308,52643956420
2020-03-22,5830.2548828125,123.32115173339844,0.9990320205688477,5830.2548828125,123.32115173339844,0.9990320205688477,6359.697265625,136.15164184570312,1.0160139799118042,5823.7138671875,122.90933227539062,0.9842720031738281,6185.55810546875,132.85113525390625,1.0000920295715332,40099664740,12497707224,49036623749
2020-03-23,6416.31494140625,134.91160583496094,0.9968119859695435,6416.31494140625,134.91160583496094,0.9968119859695435,6443.9345703125,134.91160583496094,1.0102720260620117,5785.00439453125,121.86788177490234,0.9651610255241394,5831.37451171875,123.36598205566406,1.000741958618164,46491916000,14149877968,57333099378
2020-03-24,6734.8037109375,138.76144409179688,1.0004730224609375,6734.8037109375,138.76144409179688,1.0004730224609375,6789.02294921875,141.9485321044922,1.01590895652771,6411.06640625,133.1687774658203,0.9874089956283569,6436.642578125,135.1941375732422,0.996425986289978,48221910672,14609068673,57714092130
2020-03-25,6681.06298828125,136.19589233398438,0.9985939860343933,6681.06298828125,136.19589233398438,0.9985939860343933,6892.51123046875,141.40379333496094,1.0123740434646606,6536.92626953125,134.30422973632812,0.991720974445343,6738.716796875,138.9149627685547,1.00410795211792,44590107888,13433092920,52254209223
2020-03-26,6716.4404296875,138.36155700683594,0.9984830021858215,6716.4404296875,138.36155700683594,0.9984830021858215,6735.4638671875,138.83056640625,1.0123670101165771,6590.962890625,134.8860321044922,0.995058000087738,6675.1708984375,136.190673828125,0.9985970258712769,35319797642,11367261176,42020889460
2020-03-27,6469.79833984375,133.9379425048828,1.0133179426193237,6469.79833984375,133.9379425048828,1.0133179426193237,6793.83642578125,139.90269470214844,1.0287569761276245,6466.70166015625,133.9379425048828,0.9929779767990112,6719.38916015625,138.36993408203125,0.9987040162086487,34585598367,11396286629,41534264141
2020-03-28,6242.19384765625,130.9864959716797,0.9997040033340454,6242.19384765625,130.9864959716797,0.9997040033340454,6467.5009765625,134.03274536132812,1.0229560136795044,6117.837890625,126.96218872070312,0.994297981262207,6467.25390625,134.03274536132812,1.0142509937286377,34885225901,12162403960,44315404128
2020-03-29,5922.04296875,125.58373260498047,1.0019630193710327,5922.04296875,125.58373260498047,1.0019630193710327,6250.46728515625,131.17408752441406,1.0138720273971558,5920.0859375,125.4500503540039,0.9952710270881653,6245.62451171875,131.0153350830078,0.999705970287323,28373690931,9938133669,35069971228
2020-03-30,6429.841796875,132.904541015625,1.0065339803695679,6429.841796875,132.904541015625,1.0065339803695679,6517.19580078125,133.91146850585938,1.0065629482269287,5903.234375,125.28968048095703,0.9895600080490112,5925.53857421875,125.57789611816406,1.0017280578613281,37101651525,11841123306,44148668942
2020-03-31,6438.64453125,133.59356689453125,1.0030269622802734,6438.64453125,133.59356689453125,1.0030269622802734,6504.51513671875,134.27413940429688,1.0080070495605469,6374.162109375,131.65289306640625,0.9929900169372559,6430.6064453125,132.8209228515625,1.005774974822998,32786468812,11065246317,38970696054
2020-04-01,6606.7763671875,135.63455200195312,1.0047459602355957,6606.7763671875,135.63455200195312,1.0047459602355957,6612.57373046875,135.63455200195312,1.0108100175857544,6202.37353515625,129.73094177246094,0.9742149710655212,6437.3193359375,133.61231994628906,1.0035990476608276,40346426266,12456564435,47949493852
2020-04-02,6793.62451171875,142.02914428710938,1.000717043876648,6793.62451171875,142.02914428710938,1.000717043876648,7088.24755859375,146.78709411621094,1.011834979057312,6595.91845703125,135.732177734375,0.9807339906692505,6606.7763671875,135.732177734375,1.0071439743041992,47660646124,15322861686,57261198792
2020-04-03,6733.38720703125,142.09130859375,1.0017119646072388,6733.38720703125,142.09130859375,1.0017119646072388,7003.220703125,146.89987182617188,1.0105940103530884,6673.3359375,139.619384765625,0.9973919987678528,6797.396484375,142.11045837402344,1.0016460418701172,38976504903,13184603402,46738928486
2020-04-04,6867.52734375,145.21939086914062,1.004112958908081,6867.52734375,145.21939086914062,1.004112958908081,6878.95361328125,145.37730407714844,1.017382025718689,6696.48486328125,140.121826171875,0.9951050281524658,6738.3828125,142.21517944335938,1.0016529560089111,33185988584,11946658257,39644126975
