,data_ref,index,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,mau,renda
52,2015-01-01,13557,F,False,False,7,Assalariado,Secundário,Casado,Casa,37,4.5178082191780815,9.0,False,816.33
53,2015-01-01,5926,F,False,False,0,Assalariado,Secundário,Solteiro,Casa,52,32.74246575342466,1.0,False,7771.51
54,2015-01-01,1327,M,True,False,1,Servidor público,Secundário,Casado,Casa,38,6.586301369863015,3.0,False,4871.0
55,2015-01-01,6349,F,False,False,0,Assalariado,Superior completo,Casado,Casa,36,7.249315068493152,2.0,False,1951.74
56,2015-01-01,4468,F,False,False,0,Empresário,Secundário,União,Casa,44,13.435616438356163,2.0,False,2200.44
57,2015-01-01,3575,F,True,True,1,Pensionista,Secundário,Casado,Casa,56,,3.0,False,4774.44
58,2015-01-01,10487,F,False,False,1,Servidor público,Secundário,Casado,Governamental,41,18.81095890410959,3.0,False,6760.49
59,2015-01-01,940,F,False,True,0,Pensionista,Superior incompleto,Viúvo,Casa,59,,1.0,False,3175.63
60,2015-01-01,2746,F,False,True,0,Assalariado,Secundário,Casado,Casa,43,8.312328767123287,2.0,False,2452.65
61,2015-01-01,213,M,False,False,0,Assalariado,Superior incompleto,Casado,Casa,38,6.273972602739726,2.0,False,5838.45
62,2015-01-01,12574,F,False,False,0,Assalariado,Secundário,Casado,Casa,51,25.54794520547945,2.0,False,19324.31
63,2015-01-01,5144,F,False,True,0,Assalariado,Secundário,União,Com os pais,39,0.3808219178082192,2.0,False,2757.73
64,2015-01-01,5630,F,True,False,1,Empresário,Superior completo,União,Com os pais,26,1.6219178082191783,3.0,False,751.6
65,2015-01-01,3523,M,True,False,0,Empresário,Superior completo,Casado,Casa,66,14.194520547945206,2.0,False,10498.24
66,2015-01-01,6039,F,True,True,0,Empresário,Secundário,Casado,Casa,49,6.890410958904107,2.0,False,881.86
67,2015-01-01,5117,F,True,True,0,Empresário,Secundário,Casado,Casa,30,5.216438356164384,2.0,False,1252.91
68,2015-01-01,5777,M,False,False,1,Assalariado,Secundário,Casado,Estúdio,42,7.298630136986303,3.0,False,1821.38
69,2015-01-01,14876,M,False,False,1,Empresário,Primário,Casado,Casa,29,6.802739726027397,3.0,False,2655.25
70,2015-01-01,12924,F,True,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,False,2742.43
71,2015-01-01,8020,F,True,True,0,Assalariado,Superior completo,Casado,Casa,58,1.5808219178082192,2.0,False,3001.75
72,2015-01-01,1068,F,False,False,0,Empresário,Secundário,Casado,Com os pais,46,2.249315068493151,2.0,False,867.17
73,2015-01-01,2066,M,False,True,0,Assalariado,Secundário,Casado,Casa,38,10.427397260273972,2.0,False,5373.72
74,2015-01-01,9787,F,False,True,0,Assalariado,Secundário,Casado,Aluguel,54,2.2602739726027403,2.0,False,1892.76
75,2015-01-01,5744,M,True,False,1,Assalariado,Secundário,Casado,Casa,35,5.2904109589041095,3.0,False,3021.56
76,2015-01-01,15563,F,False,True,2,Assalariado,Superior incompleto,Casado,Casa,29,5.958904109589041,4.0,False,1479.44
77,2015-01-01,1388,M,True,True,0,Assalariado,Secundário,Solteiro,Casa,38,14.591780821917805,1.0,False,3765.38
78,2015-01-01,13348,F,False,False,0,Pensionista,Secundário,Separado,Casa,61,,1.0,True,3922.21
79,2015-01-01,12462,M,True,False,0,Assalariado,Superior incompleto,Casado,Casa,32,2.4465753424657533,2.0,False,1719.8
80,2015-01-01,12024,M,True,True,1,Assalariado,Secundário,Casado,Casa,38,6.068493150684931,3.0,False,681.39
81,2015-01-01,4494,F,True,False,2,Servidor público,Superior completo,Casado,Casa,43,20.18904109589041,4.0,False,9033.51
82,2015-01-01,12961,F,False,True,0,Assalariado,Secundário,Casado,Casa,61,40.57534246575342,2.0,False,33568.12
83,2015-01-01,6753,F,True,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,False,1738.95
84,2015-01-01,16609,M,False,True,0,Assalariado,Superior completo,Solteiro,Casa,28,2.180821917808219,1.0,True,3252.86
85,2015-01-01,14914,M,True,False,0,Assalariado,Superior completo,União,Casa,32,8.471232876712326,2.0,False,4074.25
86,2015-01-01,15332,F,False,False,0,Empresário,Secundário,Casado,Casa,46,8.038356164383561,2.0,False,2403.49
87,2015-01-01,4220,F,False,True,0,Assalariado,Superior completo,Viúvo,Casa,63,5.846575342465752,1.0,False,3985.32
88,2015-01-01,10580,F,False,True,0,Assalariado,Superior completo,Casado,Casa,39,4.345205479452055,2.0,False,1902.91
89,2015-01-01,3038,M,True,True,0,Servidor público,Secundário,União,Casa,51,4.0547945205479445,2.0,False,1524.54
90,2015-01-01,160,F,False,False,0,Assalariado,Secundário,União,Casa,41,13.194520547945206,2.0,False,3420.8
91,2015-01-01,2629,M,True,True,0,Servidor público,Secundário,Casado,Casa,45,7.7315068493150685,2.0,False,4720.32
92,2015-01-01,8524,F,False,True,0,Pensionista,Secundário,Casado,Casa,57,,2.0,False,1748.63
93,2015-01-01,14452,F,False,True,1,Servidor público,Secundário,Solteiro,Casa,34,3.6986301369863015,2.0,False,993.8
94,2015-01-01,655,F,False,True,0,Pensionista,Superior incompleto,Casado,Casa,60,,2.0,False,3810.44
95,2015-01-01,7627,F,False,True,2,Assalariado,Secundário,Casado,Casa,45,26.698630136986303,4.0,False,10504.54
96,2015-01-01,384,M,True,False,0,Assalariado,Secundário,Casado,Casa,52,10.03013698630137,2.0,False,2482.82
97,2015-01-01,8930,M,False,True,0,Empresário,Superior completo,Solteiro,Casa,27,5.282191780821917,1.0,False,4211.84
98,2015-01-01,15875,F,False,True,0,Assalariado,Secundário,Casado,Casa,52,14.054794520547945,2.0,False,4305.69
99,2015-01-01,3544,F,False,True,0,Servidor público,Secundário,Casado,Com os pais,29,8.443835616438356,2.0,False,824.6
100,2015-01-01,2237,F,False,False,0,Pensionista,Secundário,Casado,Casa,54,,2.0,False,2793.97
101,2015-01-01,2509,M,True,True,0,Pensionista,Secundário,Solteiro,Casa,63,,1.0,False,5276.5
102,2015-01-01,5962,M,True,False,1,Empresário,Secundário,União,Casa,37,3.8904109589041096,3.0,False,2448.84
103,2015-01-01,6954,M,True,True,1,Assalariado,Secundário,Casado,Casa,31,2.375342465753425,3.0,False,8044.11
104,2015-01-01,3134,M,True,False,1,Assalariado,Superior completo,Casado,Com os pais,31,5.383561643835616,3.0,False,9663.31
105,2015-01-01,2552,M,True,True,0,Assalariado,Secundário,Casado,Casa,32,3.558904109589041,2.0,False,3170.04
106,2015-01-01,14456,F,False,True,1,Servidor público,Secundário,Solteiro,Casa,34,3.6986301369863015,2.0,False,4165.8
107,2015-01-01,8966,M,False,True,0,Pensionista,Superior completo,União,Casa,45,,2.0,False,3696.9
108,2015-01-01,11937,F,True,False,0,Assalariado,Secundário,Casado,Casa,52,9.668493150684931,2.0,False,1891.18
109,2015-01-01,932,F,False,True,1,Assalariado,Superior completo,Casado,Casa,30,2.0876712328767124,3.0,False,2449.22
110,2015-01-01,3047,F,True,True,1,Empresário,Secundário,Casado,Casa,39,5.383561643835616,3.0,False,3866.88
111,2015-01-01,2929,M,True,True,0,Empresário,Secundário,Casado,Casa,51,4.550684931506848,2.0,False,1664.98
112,2015-01-01,15929,F,True,True,0,Empresário,Secundário,Casado,Casa,36,6.964383561643835,2.0,False,2100.81
113,2015-01-01,10746,M,True,False,1,Empresário,Secundário,Casado,Casa,25,3.8493150684931514,3.0,False,67794.54
114,2015-01-01,6978,M,False,False,0,Assalariado,Secundário,Casado,Casa,32,11.632876712328768,2.0,False,4646.92
115,2015-01-01,13977,F,False,True,0,Servidor público,Secundário,Casado,Casa,55,3.9561643835616436,2.0,False,2647.12
116,2015-01-01,1082,F,False,True,0,Empresário,Secundário,Casado,Casa,33,0.5123287671232877,2.0,False,2858.65
117,2015-01-01,8750,F,False,True,2,Assalariado,Secundário,Separado,Casa,37,8.241095890410959,3.0,False,1366.13
118,2015-01-01,4509,F,False,False,0,Assalariado,Secundário,Casado,Governamental,45,27.364383561643837,2.0,False,9329.5
119,2015-01-01,720,F,False,True,2,Empresário,Secundário,Casado,Casa,41,8.695890410958905,4.0,False,9213.63
120,2015-01-01,3605,F,False,True,0,Empresário,Secundário,Solteiro,Casa,49,1.5205479452054795,1.0,False,2060.08
121,2015-01-01,3300,M,False,True,0,Pensionista,Secundário,União,Casa,60,,2.0,False,5768.98
122,2015-01-01,5545,F,False,False,0,Empresário,Secundário,União,Casa,51,29.473972602739725,2.0,False,7031.98
123,2015-01-01,5870,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,10.726027397260275,2.0,False,1904.99
124,2015-01-01,10997,F,False,False,0,Pensionista,Secundário,Casado,Casa,55,,2.0,False,1110.6
125,2015-01-01,111,F,False,False,0,Assalariado,Secundário,Casado,Casa,53,7.947945205479453,2.0,False,7856.33
126,2015-01-01,16428,F,False,False,0,Pensionista,Secundário,União,Casa,57,,2.0,False,1589.47
127,2015-01-01,9168,M,False,True,1,Assalariado,Secundário,Casado,Casa,51,4.035616438356166,3.0,False,1539.9
128,2015-01-01,13415,F,True,False,0,Empresário,Superior completo,Solteiro,Casa,38,8.186301369863013,1.0,False,6547.85
129,2015-01-01,16338,F,False,True,0,Pensionista,Superior completo,Casado,Casa,49,,2.0,False,2367.86
130,2015-01-01,9357,F,True,False,0,Assalariado,Secundário,Viúvo,Casa,63,9.265753424657532,1.0,False,1286.24
131,2015-01-01,7932,F,False,False,0,Empresário,Superior completo,Solteiro,Casa,26,5.416438356164384,1.0,False,5655.53
132,2015-01-01,2302,F,False,False,2,Servidor público,Superior completo,Casado,Casa,30,7.693150684931508,4.0,False,2467.94
133,2015-01-01,1749,M,True,False,2,Assalariado,Secundário,Casado,Casa,40,6.06027397260274,4.0,False,6756.67
134,2015-01-01,5612,F,True,False,0,Empresário,Secundário,União,Casa,33,5.375342465753425,2.0,False,619.54
135,2015-01-01,16020,F,False,True,0,Servidor público,Superior completo,Casado,Casa,47,3.295890410958904,2.0,False,1862.93
136,2015-01-01,6986,F,True,True,0,Empresário,Secundário,Casado,Casa,48,5.4602739726027405,2.0,False,2196.4
137,2015-01-01,11420,M,False,False,0,Empresário,Secundário,Casado,Casa,42,3.0986301369863014,2.0,False,1748.44
138,2015-01-01,7293,F,True,True,0,Empresário,Superior completo,União,Casa,35,4.964383561643834,2.0,False,3238.15
139,2015-01-01,13670,M,False,True,1,Assalariado,Secundário,Casado,Casa,32,4.789041095890411,3.0,False,3300.29
140,2015-01-01,3706,M,True,False,0,Servidor público,Superior completo,Casado,Casa,27,5.268493150684932,2.0,False,5910.77
141,2015-01-01,13491,M,True,False,1,Assalariado,Superior completo,Casado,Casa,48,9.186301369863012,3.0,False,4669.77
142,2015-01-01,4584,F,True,True,0,Assalariado,Secundário,Viúvo,Casa,45,3.854794520547945,1.0,False,7548.09
143,2015-01-01,1135,F,False,True,0,Pensionista,Superior completo,Casado,Casa,60,,2.0,False,2012.04
144,2015-01-01,7618,M,True,True,0,Assalariado,Secundário,Casado,Com os pais,30,8.435616438356165,2.0,False,3284.98
145,2015-01-01,10659,M,False,True,0,Assalariado,Superior completo,Casado,Casa,55,0.5972602739726027,2.0,False,1443.63
146,2015-01-01,6354,F,False,False,1,Assalariado,Secundário,Casado,Casa,30,0.9917808219178084,3.0,False,867.13
147,2015-01-01,1439,F,True,True,0,Assalariado,Superior completo,Viúvo,Casa,32,4.101369863013699,1.0,False,2018.49
148,2015-01-01,111,F,False,False,0,Assalariado,Secundário,Casado,Casa,53,7.947945205479453,2.0,False,7856.33
149,2015-01-01,14811,M,True,False,0,Assalariado,Secundário,Casado,Casa,42,10.96986301369863,2.0,False,2692.49
150,2015-01-01,13564,F,False,False,0,Assalariado,Superior completo,Casado,Casa,29,3.5178082191780824,2.0,False,3024.27
151,2015-01-01,13428,M,False,False,0,Pensionista,Secundário,Casado,Casa,62,,2.0,False,7519.8
152,2015-01-01,1487,M,False,False,0,Servidor público,Secundário,Casado,Casa,43,7.589041095890411,2.0,False,4508.76
153,2015-01-01,14148,M,True,False,0,Assalariado,Superior completo,Casado,Casa,56,6.205479452054795,2.0,False,2422.73
154,2015-01-01,2092,M,True,True,0,Pensionista,Secundário,União,Casa,63,,2.0,False,6254.48
155,2015-01-01,14857,F,False,False,0,Pensionista,Superior completo,Casado,Casa,61,,2.0,False,1686.47
156,2015-01-01,4903,F,False,True,1,Servidor público,Secundário,União,Casa,34,14.389041095890413,3.0,False,3000.12
157,2015-01-01,5738,M,False,False,1,Assalariado,Superior completo,Solteiro,Casa,37,5.123287671232877,2.0,False,6548.2
158,2015-01-01,13512,F,False,False,1,Assalariado,Superior completo,Casado,Casa,44,5.5178082191780815,3.0,False,2943.1
159,2015-01-01,16485,F,False,True,0,Assalariado,Secundário,União,Casa,45,1.4164383561643836,2.0,True,2759.5
160,2015-01-01,11323,M,True,False,0,Assalariado,Secundário,Casado,Casa,48,8.934246575342465,2.0,False,2612.98
161,2015-01-01,15009,M,False,True,0,Assalariado,Secundário,Casado,Casa,43,20.11232876712329,2.0,False,28853.86
162,2015-01-01,6041,F,True,False,0,Assalariado,Secundário,Casado,Casa,50,0.3013698630136986,2.0,False,838.59
163,2015-01-01,6597,F,False,True,0,Servidor público,Secundário,Solteiro,Com os pais,56,1.5972602739726027,1.0,False,1746.14
164,2015-01-01,14925,M,False,False,1,Assalariado,Secundário,Casado,Casa,27,7.553424657534246,3.0,False,6498.72
165,2015-01-01,12551,F,False,False,0,Servidor público,Secundário,Viúvo,Casa,52,14.372602739726029,1.0,False,2845.33
166,2015-01-01,16432,M,False,True,0,Pensionista,Secundário,Solteiro,Casa,26,,1.0,False,1502.3
167,2015-01-01,12055,F,False,True,0,Empresário,Superior completo,Casado,Casa,53,12.167123287671233,2.0,False,4928.95
168,2015-01-01,846,F,False,True,0,Pensionista,Primário,Casado,Casa,61,,2.0,False,1148.89
169,2015-01-01,8542,F,True,True,0,Assalariado,Superior completo,Casado,Casa,32,9.556164383561645,2.0,False,870.75
170,2015-01-01,16003,F,True,True,0,Assalariado,Secundário,Casado,Casa,49,28.394520547945213,2.0,False,16262.28
171,2015-01-01,9257,F,False,False,0,Empresário,Secundário,Casado,Casa,50,4.931506849315068,2.0,False,3078.32
172,2015-01-01,9463,F,False,False,2,Assalariado,Superior completo,Separado,Casa,44,0.5945205479452055,3.0,False,5523.27
173,2015-01-01,14310,F,False,True,2,Empresário,Superior incompleto,Separado,Casa,42,7.701369863013697,3.0,False,7961.52
174,2015-01-01,15180,F,False,True,0,Servidor público,Superior completo,Casado,Casa,60,20.882191780821923,2.0,False,30383.01
175,2015-01-01,13554,F,False,False,0,Assalariado,Superior completo,Solteiro,Governamental,56,6.684931506849315,1.0,False,4184.81
176,2015-01-01,12230,F,True,True,0,Assalariado,Secundário,Solteiro,Com os pais,32,0.7808219178082192,1.0,False,1544.97
177,2015-01-01,6001,M,False,True,0,Assalariado,Secundário,Casado,Casa,54,4.304109589041096,2.0,False,2576.05
178,2015-01-01,62,M,False,True,0,Assalariado,Secundário,Casado,Casa,51,17.194520547945206,2.0,False,14390.46
179,2015-01-01,3035,F,False,True,0,Assalariado,Superior completo,Casado,Casa,33,4.131506849315069,2.0,False,1904.82
180,2015-01-01,9873,F,False,True,0,Assalariado,Superior completo,Casado,Casa,62,5.515068493150685,2.0,False,2160.93
181,2015-01-01,8848,M,True,True,1,Assalariado,Superior incompleto,Casado,Casa,31,13.723287671232875,3.0,False,7660.03
182,2015-01-01,11588,F,False,False,1,Assalariado,Secundário,Casado,Casa,41,0.3232876712328767,3.0,False,1388.77
183,2015-01-01,10996,F,False,False,0,Pensionista,Secundário,Casado,Casa,55,,2.0,False,2397.66
184,2015-01-01,5449,F,False,False,0,Pensionista,Secundário,Viúvo,Casa,60,,1.0,False,5528.4
185,2015-01-01,16254,M,True,True,0,Assalariado,Superior completo,Casado,Casa,28,6.63013698630137,2.0,False,3216.74
186,2015-01-01,8904,F,False,True,0,Assalariado,Secundário,Casado,Casa,47,3.0465753424657533,2.0,False,1881.45
187,2015-01-01,12881,F,False,True,0,Pensionista,Secundário,Casado,Casa,56,,2.0,False,8324.94
188,2015-01-01,9531,F,False,False,0,Empresário,Superior completo,Casado,Casa,44,0.8465753424657534,2.0,False,900.53
189,2015-01-01,13609,F,False,True,0,Empresário,Superior incompleto,Casado,Casa,29,4.435616438356164,2.0,False,4094.35
190,2015-01-01,5413,F,False,True,0,Assalariado,Secundário,Casado,Casa,58,12.767123287671232,2.0,False,4799.09
191,2015-01-01,14101,M,False,False,1,Assalariado,Superior completo,Casado,Casa,33,1.0410958904109588,3.0,False,2481.67
192,2015-01-01,10932,F,False,False,1,Empresário,Superior completo,Casado,Casa,34,3.602739726027397,3.0,False,6077.84
193,2015-01-01,4364,F,True,False,0,Servidor público,Superior completo,Solteiro,Casa,33,10.43013698630137,1.0,False,2509.61
194,2015-01-01,6083,F,False,True,0,Servidor público,Secundário,Casado,Casa,50,19.76164383561644,2.0,True,1745.79
195,2015-01-01,13143,F,False,True,0,Pensionista,Superior incompleto,Separado,Casa,66,,1.0,True,5422.34
196,2015-01-01,12652,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,0.7835616438356164,2.0,False,724.11
197,2015-01-01,5589,M,True,False,0,Assalariado,Secundário,Casado,Casa,35,1.3726027397260274,2.0,False,3387.69
198,2015-01-01,15689,F,False,False,1,Empresário,Secundário,Casado,Casa,38,2.180821917808219,3.0,False,4827.08
199,2015-01-01,1380,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,60,,1.0,False,1072.57
200,2015-01-01,10318,F,False,True,0,Empresário,Secundário,Casado,Casa,41,6.383561643835616,2.0,False,1717.89
201,2015-01-01,13346,F,False,False,0,Assalariado,Secundário,Casado,Casa,45,4.435616438356164,2.0,False,2485.29
202,2015-01-01,11987,F,False,True,0,Assalariado,Secundário,Casado,Casa,64,9.183561643835617,2.0,False,2148.95
203,2015-01-01,16066,M,True,True,0,Assalariado,Secundário,Casado,Casa,30,9.8,2.0,False,5265.54
204,2015-01-01,6231,M,True,True,1,Assalariado,Secundário,Casado,Casa,31,5.83013698630137,3.0,False,2258.41
205,2015-01-01,15319,F,True,False,0,Pensionista,Secundário,Casado,Casa,65,,2.0,False,3761.14
206,2015-01-01,13969,M,False,False,1,Assalariado,Secundário,Casado,Casa,34,6.956164383561643,3.0,False,3515.62
207,2015-01-01,12613,M,False,False,2,Assalariado,Secundário,Casado,Casa,27,6.367123287671232,4.0,False,3686.1
208,2015-01-01,8248,M,True,False,1,Servidor público,Secundário,Casado,Casa,59,11.895890410958906,3.0,False,1643.43
209,2015-01-01,1258,F,False,False,1,Assalariado,Secundário,União,Casa,41,9.58904109589041,3.0,False,4465.26
210,2015-01-01,10040,F,False,True,1,Assalariado,Secundário,Separado,Casa,30,5.717808219178082,2.0,False,1612.35
211,2015-01-01,2600,F,False,False,0,Empresário,Superior completo,Casado,Governamental,38,12.901369863013699,2.0,False,2331.19
212,2015-01-01,8464,M,True,True,0,Assalariado,Secundário,Solteiro,Casa,28,2.468493150684932,1.0,False,754.56
213,2015-01-01,8301,F,True,True,0,Assalariado,Secundário,Casado,Casa,58,9.975342465753425,2.0,False,3503.24
214,2015-01-01,5648,M,True,False,0,Empresário,Secundário,Casado,Casa,62,0.6219178082191781,2.0,False,7012.7
215,2015-01-01,10914,F,True,False,0,Assalariado,Superior completo,Casado,Casa,40,10.186301369863012,2.0,False,7177.65
216,2015-01-01,1302,F,False,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,False,2321.11
217,2015-01-01,2552,M,True,True,0,Assalariado,Secundário,Casado,Casa,32,3.558904109589041,2.0,False,3170.04
218,2015-01-01,315,M,False,False,0,Assalariado,Secundário,Solteiro,Casa,25,4.693150684931507,1.0,False,2651.67
219,2015-01-01,4773,M,False,True,0,Assalariado,Secundário,Separado,Casa,49,11.194520547945206,1.0,False,12647.72
220,2015-01-01,13033,M,True,True,1,Assalariado,Secundário,Casado,Casa,49,1.0876712328767124,3.0,False,8012.62
221,2015-01-01,8760,F,True,True,0,Pensionista,Secundário,Casado,Casa,67,,2.0,False,1224.19
222,2015-01-01,4350,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,0.8383561643835616,2.0,False,2212.04
223,2015-01-01,9678,F,False,True,0,Assalariado,Superior completo,Casado,Casa,27,1.2602739726027397,2.0,False,784.5
224,2015-01-01,13980,F,False,False,1,Assalariado,Secundário,União,Casa,40,7.290410958904109,3.0,False,1633.36
225,2015-01-01,660,F,True,True,0,Assalariado,Secundário,União,Casa,34,1.8575342465753424,2.0,False,5224.33
226,2015-01-01,2237,F,False,False,0,Pensionista,Secundário,Casado,Casa,54,,2.0,False,2793.97
227,2015-01-01,15669,M,True,True,1,Assalariado,Superior completo,Casado,Casa,56,0.3205479452054795,3.0,False,4172.03
228,2015-01-01,5027,F,False,True,0,Empresário,Superior completo,Casado,Casa,35,6.049315068493152,2.0,False,4272.89
229,2015-01-01,583,F,True,False,1,Assalariado,Secundário,Casado,Casa,30,0.3561643835616438,3.0,False,4626.49
230,2015-01-01,15433,F,False,False,0,Assalariado,Secundário,Casado,Com os pais,27,1.6219178082191783,2.0,False,2569.7
231,2015-01-01,3549,F,False,True,2,Assalariado,Superior completo,Casado,Casa,29,2.7698630136986298,4.0,False,14411.29
