ID_cliente,CodigoCompra,DiaCompra,ValorTotal
12748,555854,2021-06-07,167.81
12748,556067,2021-06-08,269.9
12748,556910,2021-06-15,873.87
12748,556922,2021-06-15,14.25
12748,557250,2021-06-17,68.44
12748,557524,2021-06-21,38.08
12748,557635,2021-06-21,194.89000000000001
12748,557953,2021-06-23,35.01
12748,558330,2021-06-28,299.71
12748,558702,2021-07-01,156.17
12748,558705,2021-07-01,37.78
12748,558707,2021-07-01,100.33
12748,558708,2021-07-01,10.76
12748,558770,2021-07-03,115.55
12748,559508,2021-07-08,103.97
12748,560089,2021-07-14,82.53
12748,560412,2021-07-18,207.94
12748,560863,2021-07-21,127.83
12748,561802,2021-07-29,161.68
12748,562199,2021-08-03,174.0
12748,562426,2021-08-04,29.700000000000003
12748,562590,2021-08-07,53.519999999999996
12748,562591,2021-08-07,46.559999999999995
12748,563576,2021-08-17,146.19
12748,564336,2021-08-24,101.66
12748,564534,2021-08-25,106.03
12748,564540,2021-08-25,38.41
12748,564555,2021-08-25,51.300000000000004
12748,564556,2021-08-25,66.87
12748,564815,2021-08-30,74.1
12748,565251,2021-09-02,11.309999999999999
12748,565782,2021-09-06,303.92
12748,566190,2021-09-09,211.49
12748,566861,2021-09-15,59.8
12748,567157,2021-09-16,663.6
12748,568374,2021-09-26,31.6
12748,568703,2021-09-28,1313.52
12748,569100,2021-09-30,381.87
12748,569123,2021-09-30,1132.55
12748,569635,2021-10-05,287.94
12748,569837,2021-10-06,15.03
12748,569865,2021-10-06,54.6
12748,570214,2021-10-09,224.53
12748,570445,2021-10-10,12.12
12748,571779,2021-10-19,318.3
12748,572293,2021-10-23,50.0
12748,572308,2021-10-23,54.51
12748,572310,2021-10-23,20.08
12748,572663,2021-10-25,60.44
12748,572833,2021-10-26,30.82
12748,572834,2021-10-26,64.32
12748,572881,2021-10-26,907.0
12748,572889,2021-10-26,185.35
12748,573890,2021-11-01,27.8
12748,574025,2021-11-02,263.53999999999996
12748,574470,2021-11-04,71.7
12748,574531,2021-11-04,37.29
12748,574738,2021-11-06,249.64000000000001
12748,574840,2021-11-07,248.59
12748,574866,2021-11-07,252.27
12748,575117,2021-11-08,242.6
12748,575652,2021-11-10,469.65
12748,575694,2021-11-10,171.85
12748,575837,2021-11-11,349.73
12748,575894,2021-11-11,220.7
12748,576389,2021-11-15,850.5
12748,576623,2021-11-15,1301.0
12748,576857,2021-11-16,228.58
12748,576864,2021-11-16,206.28
12748,576865,2021-11-16,103.69
12748,576889,2021-11-16,293.92
12748,577057,2021-11-17,539.97
12748,578021,2021-11-22,30.349999999999998
12748,578147,2021-11-23,193.51
12748,578153,2021-11-23,193.29
12748,578155,2021-11-23,176.94
12748,578211,2021-11-23,319.71
12748,578264,2021-11-23,123.64
12748,578266,2021-11-23,141.68
12748,578267,2021-11-23,12.75
12748,578278,2021-11-23,488.25
12748,578285,2021-11-23,81.06
12748,578288,2021-11-23,49.0
12748,578308,2021-11-23,34.29
12748,578400,2021-11-24,168.13
12748,578461,2021-11-24,193.75
12748,578630,2021-11-24,170.52
12748,578757,2021-11-25,420.41
12748,578783,2021-11-25,364.13
12748,578814,2021-11-25,266.1
12748,579188,2021-11-28,466.71999999999997
12748,579430,2021-11-29,198.33
12748,579453,2021-11-29,108.74
12748,579517,2021-11-29,34.120000000000005
12748,579518,2021-11-29,78.22
12748,579520,2021-11-29,186.68
12748,580048,2021-12-01,139.03
12748,580460,2021-12-04,52.09
12748,580468,2021-12-04,118.53999999999999
12748,580611,2021-12-05,363.79
12748,581449,2021-12-08,138.82
12748,581473,2021-12-08,96.89
12748,581474,2021-12-08,61.55
12748,581580,2021-12-09,94.11
12749,552694,2021-05-10,859.1
12749,561926,2021-08-01,1866.43
12749,561928,2021-08-01,29.700000000000003
12749,577009,2021-11-17,572.59
12749,580750,2021-12-06,763.0600000000001
12820,541283,2021-01-17,170.46
12820,568236,2021-09-26,217.77
12820,572873,2021-10-26,343.76
12820,580973,2021-12-06,210.35000000000002
12821,552479,2021-05-09,92.72
12822,566580,2021-09-13,690.9
12822,569024,2021-09-30,257.98
12823,544155,2021-02-16,306.0
12823,544807,2021-02-23,229.5
12823,548245,2021-03-30,459.0
12823,562434,2021-08-04,229.5
12823,568214,2021-09-26,535.5
12824,570646,2021-10-11,397.12
12826,538107,2020-12-09,155.0
12826,541574,2021-01-19,212.72
12826,542347,2021-01-27,329.38
12826,556681,2021-06-14,121.52
12826,568805,2021-09-29,234.0
12826,575682,2021-11-10,279.5
12826,581022,2021-12-07,142.6
12827,572907,2021-10-26,217.75
12827,574833,2021-11-07,100.95
12827,580438,2021-12-04,111.45
12828,562025,2021-08-01,227.0
12828,563743,2021-08-19,111.2
12828,565212,2021-09-01,77.31
12828,569577,2021-10-05,245.8
12828,580163,2021-12-02,273.78000000000003
12828,581005,2021-12-07,83.62
12829,538870,2020-12-14,85.75
12829,540420,2021-01-07,207.25
12830,559096,2021-07-06,647.9200000000001
12830,561671,2021-07-28,1746.72
12830,561672,2021-07-28,587.52
12830,566207,2021-09-09,1210.3200000000002
12830,574012,2021-11-02,400.32000000000005
12831,547366,2021-03-22,215.05
12832,565327,2021-09-02,267.8
12832,574881,2021-11-07,115.23
12833,560264,2021-07-17,417.38
12834,545346,2021-03-02,312.38
12836,542806,2021-02-01,47.7
12836,542806,2021-02-01,798.99
12836,551855,2021-05-04,814.71
12836,561204,2021-07-25,451.13
12836,570677,2021-10-11,500.33000000000004
12837,557317,2021-06-19,134.1
12838,536415,2020-12-01,390.79
12838,574670,2021-11-06,292.34000000000003
12839,537648,2020-12-07,402.61
12839,539459,2020-12-17,334.84000000000003
12839,544937,2021-02-25,351.56
12839,554658,2021-05-25,306.88
12839,556229,2021-06-09,304.48
12839,559028,2021-07-05,330.6
12839,561806,2021-07-29,322.4
12839,563619,2021-08-18,330.44
12839,566035,2021-09-08,413.58
12839,568882,2021-09-29,278.66
12839,573078,2021-10-27,387.8
12839,576381,2021-11-15,508.42
12839,579131,2021-11-28,566.76
12839,581122,2021-12-07,752.39
12840,551269,2021-04-27,854.0699999999999
12840,552453,2021-05-09,723.9
12840,556304,2021-06-10,572.8
12840,560448,2021-07-19,576.0
12841,536859,2020-12-03,294.25
12841,537128,2020-12-05,211.74
12841,540348,2021-01-06,224.11
12841,541571,2021-01-19,169.68
12841,542631,2021-01-31,123.95
12841,543647,2021-02-10,106.8
12841,544109,2021-02-16,112.45
12841,544941,2021-02-25,169.94
12841,545874,2021-03-07,79.4
12841,547862,2021-03-27,190.5
12841,550138,2021-04-14,162.35
12841,551528,2021-05-01,116.09
12841,556477,2021-06-12,199.73
12841,558763,2021-07-03,209.51999999999998
12841,560261,2021-07-17,207.16
12841,562162,2021-08-03,158.43
12841,564439,2021-08-25,115.34
12841,566251,2021-09-11,220.07
12841,569641,2021-10-05,196.65
12841,571849,2021-10-19,191.12
12841,573001,2021-10-27,122.62
12841,577089,2021-11-17,166.15
12841,578791,2021-11-25,123.28999999999999
12841,580600,2021-12-05,146.01
12842,543197,2021-02-04,310.73
12842,569147,2021-09-30,808.26
12843,547077,2021-03-20,93.4
12843,551623,2021-05-03,214.15
12843,552554,2021-05-10,319.51
12843,555691,2021-06-06,444.45
12843,556906,2021-06-15,306.1
12843,558070,2021-06-24,20.4
12843,558756,2021-07-03,294.3
12844,561967,2021-08-01,174.88
12844,575628,2021-11-10,151.08
12845,544662,2021-02-22,65.09
12845,546462,2021-03-14,208.79999999999998
12845,546853,2021-03-17,73.5
12847,577034,2021-11-17,871.54
12849,546742,2021-03-16,704.5
12849,575085,2021-11-08,346.39
12851,565426,2021-09-04,135.18
12852,544338,2021-02-18,311.55
12853,542431,2021-01-28,427.40000000000003
12853,550124,2021-04-14,328.1
12853,550126,2021-04-14,129.5
12853,561595,2021-07-28,897.8
12853,561597,2021-07-28,126.6
12853,561599,2021-07-28,47.7
12854,542105,2021-01-25,389.90000000000003
12854,549844,2021-04-12,420.46999999999997
12854,567805,2021-09-22,514.13
12855,536608,2020-12-02,38.1
12856,570116,2021-10-07,393.74
12856,571212,2021-10-14,603.4399999999999
12856,573544,2021-10-31,356.14
12856,575766,2021-11-11,264.12
12856,577690,2021-11-21,349.39
12856,580162,2021-12-02,213.1
12857,543597,2021-02-10,801.6
12857,553053,2021-05-13,304.8
12863,571685,2021-10-18,521.2
12864,561049,2021-07-24,147.12
12867,538890,2020-12-14,362.79
12867,543978,2021-02-14,424.15999999999997
12867,547223,2021-03-21,500.34
12867,552469,2021-05-09,451.25
12867,558237,2021-06-27,613.91
12867,565434,2021-09-04,673.29
12867,576062,2021-11-13,1011.08
12868,536523,2020-12-01,203.3
12868,540981,2021-01-12,287.46000000000004
12868,542389,2021-01-27,182.45000000000002
12868,546683,2021-03-16,248.27
12868,551994,2021-05-05,437.52000000000004
12868,555743,2021-06-07,248.06
12871,553350,2021-05-16,132.0
12871,567144,2021-09-16,248.64
12872,538086,2020-12-09,378.53000000000003
12872,541268,2021-01-17,221.44
12873,545431,2021-03-02,374.0
12875,538420,2020-12-12,293.76000000000005
12875,560582,2021-07-19,49.470000000000006
12877,539213,2020-12-16,150.06
12877,541181,2021-01-14,100.2
12877,544923,2021-02-24,79.2
12877,547879,2021-03-27,83.16000000000001
12877,548634,2021-04-01,87.10000000000001
12877,551895,2021-05-05,89.4
12877,554135,2021-05-23,92.92
12877,556914,2021-06-15,276.79
12877,562567,2021-08-07,100.4
12877,567826,2021-09-22,101.14
12877,576560,2021-11-15,275.74
12877,580760,2021-12-06,99.66
12878,547002,2021-03-18,315.18
12878,550327,2021-04-17,539.81
12879,566170,2021-09-09,140.5
12879,567324,2021-09-19,367.2
12879,572852,2021-10-26,65.52000000000001
12881,546088,2021-03-09,298.0
12882,574631,2021-11-06,471.84000000000003
12882,579837,2021-11-30,991.1999999999999
12883,566288,2021-09-11,291.63
12883,576382,2021-11-15,32.550000000000004
12883,576383,2021-11-15,216.47
12883,576384,2021-11-15,162.82
12884,566398,2021-09-12,309.05
12885,562607,2021-08-08,645.35
12885,570129,2021-10-07,519.47
12885,570130,2021-10-07,10.4
12886,551775,2021-05-04,775.0
12886,569248,2021-10-03,603.4
12888,548177,2021-03-29,272.76
12888,552492,2021-05-09,81.36
12890,576626,2021-11-15,380.46999999999997
12891,544446,2021-02-20,42.0
12891,551595,2021-05-03,204.00000000000003
12891,555834,2021-06-07,85.0
12893,575303,2021-11-09,188.14
12895,566616,2021-09-14,267.8
12895,573281,2021-10-28,105.0
12897,543693,2021-02-11,128.8
12897,553839,2021-05-19,87.7
12901,546443,2021-03-14,349.8
12901,547583,2021-03-24,562.3199999999999
12901,549022,2021-04-05,83.4
12901,550608,2021-04-19,970.2
12901,550797,2021-04-20,54.72
12901,551162,2021-04-26,339.24
12901,552837,2021-05-11,140.04
12901,552840,2021-05-11,36.239999999999995
12901,554277,2021-05-23,127.2
12901,556047,2021-06-08,276.24
12901,556684,2021-06-14,83.4
12901,557212,2021-06-17,610.5600000000001
12901,557760,2021-06-22,542.7
12901,558418,2021-06-29,259.98
12901,560581,2021-07-19,611.76
12901,561713,2021-07-29,689.27
12901,564132,2021-08-23,780.0
12901,567309,2021-09-19,1519.8
12901,571259,2021-10-16,306.0
12901,571261,2021-10-16,306.0
12901,573008,2021-10-27,1146.96
12901,573982,2021-11-02,306.0
12901,576827,2021-11-16,612.0
12901,579450,2021-11-29,967.5
12901,579454,2021-11-29,70.81
12901,579936,2021-12-01,780.0
12902,547051,2021-03-20,138.68
12904,557469,2021-06-20,244.69
12904,577751,2021-11-21,264.89
12906,567882,2021-09-22,1546.8600000000001
12906,567883,2021-09-22,389.73
12906,579014,2021-11-28,552.48
12906,579015,2021-11-28,42.96
12906,579016,2021-11-28,387.78
12908,542694,2021-01-31,318.0
12908,557092,2021-06-16,432.0
12909,548486,2021-03-31,278.65
12909,548490,2021-03-31,624.8
12909,554084,2021-05-22,624.92
12909,566563,2021-09-13,328.98
12909,573531,2021-10-31,321.32
12910,549742,2021-04-12,720.22
12910,554705,2021-05-26,364.38
12910,554706,2021-05-26,57.900000000000006
12910,561636,2021-07-28,344.4
12910,567823,2021-09-22,563.28
12910,569836,2021-10-06,566.4
12910,576824,2021-11-16,408.66
12910,576826,2021-11-16,49.8
12912,573334,2021-10-30,318.06
12912,576636,2021-11-16,139.92000000000002
12912,578820,2021-11-25,400.08000000000004
12912,580053,2021-12-01,616.3199999999999
12912,581007,2021-12-07,187.92000000000002
12913,537433,2020-12-06,417.62
12913,543748,2021-02-11,313.8
12913,545348,2021-03-02,134.97
12913,578362,2021-11-24,1082.14
12913,580630,2021-12-05,535.1
12915,536707,2020-12-02,199.65
12915,559982,2021-07-14,164.0
12916,541838,2021-01-23,847.85
12916,547839,2021-03-27,649.78
12916,554066,2021-05-22,815.15
12916,561024,2021-07-24,693.37
12917,562270,2021-08-03,594.0
12919,557797,2021-06-23,206.2
12919,559823,2021-07-12,52.8
12919,563251,2021-08-15,182.65
12919,574963,2021-11-08,336.12
12919,578128,2021-11-23,269.52
12919,580070,2021-12-01,287.9
12920,578057,2021-11-22,164.23
12921,536561,2020-12-01,322.40000000000003
12921,537683,2020-12-08,365.4
12921,540149,2021-01-05,481.7
12921,543759,2021-02-11,377.48
12921,545022,2021-02-25,522.75
12921,545023,2021-02-25,678.15
12921,545154,2021-02-28,425.5
12921,547066,2021-03-20,562.63
12921,547067,2021-03-20,501.24
12921,552185,2021-05-06,464.01
12921,552186,2021-05-06,483.02000000000004
12921,552715,2021-05-11,305.26
12921,552716,2021-05-11,24.900000000000002
12921,556021,2021-06-08,477.68
12921,556022,2021-06-08,79.19999999999999
12921,558879,2021-07-04,369.56
12921,558880,2021-07-04,70.8
12921,559144,2021-07-06,312.75
12921,559146,2021-07-06,615.3000000000001
12921,561794,2021-07-29,462.91
12921,561817,2021-07-29,361.46000000000004
12921,561906,2021-08-01,660.45
12921,565317,2021-09-02,598.38
12921,565318,2021-09-02,560.54
12921,566721,2021-09-14,490.95
12921,566774,2021-09-15,272.1
12921,567145,2021-09-16,549.46
12921,572451,2021-10-24,792.76
12921,572452,2021-10-24,354.97999999999996
12921,572453,2021-10-24,180.32999999999998
12921,575198,2021-11-09,71.25
12921,575199,2021-11-09,725.22
12921,575200,2021-11-09,12.48
12921,577741,2021-11-21,467.11
12921,578485,2021-11-24,810.76
12921,579843,2021-11-30,1348.5800000000002
12921,579846,2021-11-30,427.64
12922,558738,2021-07-01,405.38
12923,569901,2021-10-06,176.97
12924,541242,2021-01-16,58.190000000000005
12924,546035,2021-03-09,229.8
12924,554655,2021-05-25,367.28000000000003
12924,566421,2021-09-12,278.43
12925,568230,2021-09-26,368.31
12925,580599,2021-12-05,325.74
12928,539043,2020-12-15,392.34000000000003
12928,549749,2021-04-12,387.7
12928,560107,2021-07-15,356.1
12928,572563,2021-10-25,334.0
12928,574533,2021-11-04,592.5600000000001
12929,542865,2021-02-01,117.85
12930,557616,2021-06-21,221.56
12930,567886,2021-09-22,194.24
12931,539332,2020-12-17,144.0
12931,539460,2020-12-17,33.0
12931,543994,2021-02-15,1696.4
12931,546560,2021-03-15,62.5
12931,550122,2021-04-14,1488.0
12931,553928,2021-05-20,392.4
12931,553929,2021-05-20,104.39999999999999
12931,562440,2021-08-04,204.0
12931,564814,2021-08-30,214.8
12931,569334,2021-10-03,1909.36
12931,577289,2021-11-18,444.96000000000004
12933,545276,2021-03-01,110.75
12933,557639,2021-06-21,246.73999999999998
12933,576614,2021-11-15,250.04
12935,541972,2021-01-24,431.63
12935,554009,2021-05-20,434.6
12935,559903,2021-07-13,353.09
12935,564034,2021-08-22,316.02
12935,575937,2021-11-13,281.58
12935,581195,2021-12-07,12.48
12935,581196,2021-12-07,331.3
12936,567859,2021-09-22,798.46
12936,577166,2021-11-18,102.0
12936,578096,2021-11-22,83.96000000000001
12936,578098,2021-11-22,79.48
12937,546857,2021-03-17,217.43
12937,554822,2021-05-26,210.8
12937,568919,2021-09-29,398.21
12937,578551,2021-11-24,677.83
12938,576182,2021-11-14,114.14
12939,540507,2021-01-09,1933.2
12939,546411,2021-03-11,1919.04
12939,561048,2021-07-24,761.76
12939,567633,2021-09-21,346.32
12939,567634,2021-09-21,699.72
12939,569857,2021-10-06,1658.16
12939,569858,2021-10-06,887.52
12940,566488,2021-09-13,361.27
12940,571270,2021-10-16,552.27
12942,537885,2020-12-09,258.75
12942,554718,2021-05-26,137.77
12942,561893,2021-07-31,287.38
12944,539497,2020-12-20,286.95
12944,574387,2021-11-04,317.56
12945,544907,2021-02-24,462.95
12947,536582,2020-12-01,304.04
12947,540404,2021-01-07,301.66
12947,550522,2021-04-19,429.57
12947,556125,2021-06-09,303.62
12947,556454,2021-06-10,40.8
12947,560454,2021-07-19,224.3
12948,547030,2021-03-20,371.8
12948,547573,2021-03-24,157.16
12948,552330,2021-05-09,357.3
12948,564661,2021-08-26,537.7
12948,570682,2021-10-11,303.37
12948,572914,2021-10-26,127.68
12948,578322,2021-11-23,209.94
12949,548648,2021-04-01,1534.3
12949,553505,2021-05-17,677.8
12949,553506,2021-05-17,38.6
12949,561933,2021-08-01,678.47
12949,561952,2021-08-01,59.39999999999999
12949,561955,2021-08-01,35.1
12949,563578,2021-08-17,425.75
12949,575221,2021-11-09,717.8
12950,576571,2021-11-15,311.6
12950,580111,2021-12-01,1171.4
12950,581138,2021-12-07,360.0
12951,541002,2021-01-13,188.69
12951,541876,2021-01-24,117.4
12951,548911,2021-04-05,155.19000000000003
12951,553909,2021-05-19,163.60000000000002
12951,557258,2021-06-19,126.9
12951,580030,2021-12-01,312.29
12952,567905,2021-09-22,731.54
12952,573134,2021-10-27,74.65
12952,573135,2021-10-27,283.87
12952,580389,2021-12-04,297.73
12953,579533,2021-11-30,329.85
12955,546781,2021-03-17,473.82
12955,551872,2021-05-04,206.6
12955,553926,2021-05-20,17.0
12955,557973,2021-06-24,293.96
12955,560483,2021-07-19,355.53999999999996
12955,566023,2021-09-08,496.44
12955,571708,2021-10-18,269.76
12955,574029,2021-11-02,994.8
12955,578118,2021-11-23,842.02
12955,580057,2021-12-01,460.3
12955,581438,2021-12-08,346.91999999999996
12956,543282,2021-02-06,108.07
12957,540019,2021-01-04,413.68
12957,547962,2021-03-28,330.51
12957,553832,2021-05-19,384.58
12957,555647,2021-06-06,586.52
12957,568868,2021-09-29,872.23
12957,568869,2021-09-29,53.2
12957,576259,2021-11-14,407.92
12957,579536,2021-11-30,968.9
12962,563696,2021-08-18,170.54000000000002
12962,580351,2021-12-02,95.85000000000001
12963,537880,2020-12-09,365.8
12963,566971,2021-09-16,253.91
12963,571457,2021-10-17,105.22
12963,576642,2021-11-16,138.21
12963,576667,2021-11-16,498.06
12963,577806,2021-11-22,82.0
12963,579509,2021-11-29,148.78
12963,580051,2021-12-01,264.65000000000003
12965,566291,2021-09-11,771.91
12966,579671,2021-11-30,160.18
12967,536851,2020-12-03,1368.4
12967,539319,2020-12-16,292.5
12968,563857,2021-08-19,135.95
12970,541797,2021-01-21,17.2
12970,580305,2021-12-02,385.56
12970,580307,2021-12-02,42.879999999999995
12971,536806,2020-12-02,45.12
12971,537472,2020-12-07,111.54
12971,537862,2020-12-08,111.53
12971,539400,2020-12-17,53.400000000000006
12971,539675,2020-12-21,114.60000000000001
12971,540363,2021-01-06,185.1
12971,540534,2021-01-09,25.2
12971,540844,2021-01-11,71.5
12971,540974,2021-01-12,112.08
12971,542004,2021-01-25,88.80000000000001
12971,542142,2021-01-26,174.6
12971,543128,2021-02-03,64.0
12971,543523,2021-02-09,38.1
12971,544066,2021-02-15,181.5
12971,544197,2021-02-17,105.5
12971,544198,2021-02-17,84.0
12971,544821,2021-02-24,109.0
12971,545225,2021-03-01,161.8
12971,546082,2021-03-09,221.4
12971,546083,2021-03-09,38.98
12971,546397,2021-03-11,153.75
12971,546766,2021-03-16,52.8
12971,546767,2021-03-16,77.16
12971,547688,2021-03-24,137.4
12971,547944,2021-03-28,106.95
12971,547946,2021-03-28,116.4
12971,548216,2021-03-30,91.8
12971,548873,2021-04-04,214.2
12971,549942,2021-04-13,136.20000000000002
12971,550343,2021-04-17,174.6
12971,550673,2021-04-20,379.0
12971,550674,2021-04-20,244.8
12971,550967,2021-04-21,47.39999999999999
12971,551894,2021-05-05,64.95000000000002
12971,552567,2021-05-10,77.19999999999999
12971,553753,2021-05-19,259.20000000000005
12971,554078,2021-05-22,40.56
12971,554934,2021-05-27,65.9
12971,554936,2021-05-27,100.19999999999999
12971,555394,2021-06-02,126.44
12971,555395,2021-06-02,94.68
12971,557014,2021-06-16,87.44
12971,557498,2021-06-20,107.04
12971,557523,2021-06-21,100.92
12971,558054,2021-06-24,60.9
12971,559002,2021-07-05,72.0
12971,559323,2021-07-07,203.6
12971,559324,2021-07-07,158.39999999999998
12971,560182,2021-07-15,254.35
12971,560183,2021-07-15,105.6
12971,560184,2021-07-15,52.980000000000004
12971,560204,2021-07-15,154.20000000000002
12971,560469,2021-07-19,220.15
12971,560897,2021-07-21,139.20000000000002
12971,561389,2021-07-27,411.08000000000004
12971,561699,2021-07-29,152.4
12971,562272,2021-08-04,83.10000000000001
12971,562545,2021-08-05,137.76
12971,563560,2021-08-17,103.19999999999999
12971,563898,2021-08-21,151.2
12971,564222,2021-08-24,239.90000000000003
12971,565206,2021-09-01,117.06
12971,565216,2021-09-01,114.60000000000001
12971,566046,2021-09-08,78.9
12971,566628,2021-09-14,167.0
12971,566630,2021-09-14,157.20000000000002
12971,568389,2021-09-27,164.28
12971,569373,2021-10-03,162.64
12971,569559,2021-10-05,171.59999999999997
12971,571742,2021-10-19,47.62
12971,573372,2021-10-30,78.9
12971,574330,2021-11-04,63.06
12971,574961,2021-11-08,94.74
12971,575388,2021-11-09,188.04000000000002
12971,575389,2021-11-09,97.63
12971,575390,2021-11-09,55.31999999999999
12971,576237,2021-11-14,65.4
12971,576853,2021-11-16,93.39
12971,577018,2021-11-17,163.74
12971,577443,2021-11-20,172.79999999999998
12971,578015,2021-11-22,291.35999999999996
12971,578668,2021-11-24,195.0
12971,579122,2021-11-28,309.82
12971,579513,2021-11-29,123.15
12971,580093,2021-12-01,59.1
12971,580882,2021-12-06,102.80000000000001
12974,554701,2021-05-26,144.8
12976,552879,2021-05-12,738.6
12977,559165,2021-07-06,39.239999999999995
12980,539144,2020-12-16,889.32
12980,540908,2021-01-12,721.9200000000001
12980,543650,2021-02-11,790.8
12980,544689,2021-02-23,432.90000000000003
12980,545414,2021-03-02,838.8000000000001
12980,553102,2021-05-13,892.62
12980,555513,2021-06-05,892.62
12980,556968,2021-06-16,1077.1200000000001
12980,558917,2021-07-05,838.8000000000001
12981,561801,2021-07-29,187.18
12981,575586,2021-11-10,185.04
12982,549646,2021-04-11,390.54
12984,577724,2021-11-21,97.5
12985,575868,2021-11-11,754.38
12985,581501,2021-12-09,485.0
12987,554788,2021-05-26,304.3
12987,568493,2021-09-27,254.4
12988,544463,2021-02-20,535.32
12989,538306,2020-12-10,202.5
12989,541247,2021-01-16,810.0
12989,543935,2021-02-14,901.6
12989,546847,2021-03-17,437.40000000000003
12989,550276,2021-04-15,277.56
12989,554307,2021-05-23,457.68
12989,554309,2021-05-23,241.20000000000002
12989,558910,2021-07-05,1141.2
12989,566447,2021-09-12,637.9200000000001
12989,569411,2021-10-04,566.4
12989,569418,2021-10-04,284.15999999999997
12989,571302,2021-10-17,482.4
12989,577202,2021-11-18,354.96000000000004
12989,580047,2021-12-01,67.92999999999999
12989,580975,2021-12-06,61.199999999999996
12990,543032,2021-02-02,97.5
12990,555861,2021-06-07,166.4
12990,575071,2021-11-08,145.6
12991,563845,2021-08-19,303.56
12991,576845,2021-11-16,200.2
12993,543934,2021-02-14,102.89999999999999
12993,553223,2021-05-16,72.4
12993,563013,2021-08-11,197.1
12993,576854,2021-11-16,42.36000000000001
12994,546682,2021-03-16,352.6
12994,563091,2021-08-11,292.87
12994,580689,2021-12-05,328.95
12995,566937,2021-09-15,211.32
12997,542247,2021-01-26,305.55
12997,550324,2021-04-17,302.92
12997,566303,2021-09-12,307.92
12997,577085,2021-11-17,310.5
12999,549323,2021-04-08,320.28000000000003
12999,553722,2021-05-18,59.099999999999994
12999,554932,2021-05-27,76.5
13000,538186,2020-12-10,201.75
13000,547721,2021-03-25,256.78
13000,564381,2021-08-25,76.32000000000001
13001,541285,2021-01-17,805.45
13001,542126,2021-01-25,564.39
13001,544177,2021-02-16,1853.52
13001,545002,2021-02-25,278.28000000000003
13001,545821,2021-03-07,591.02
13001,547053,2021-03-20,499.84000000000003
13001,548351,2021-03-30,850.82
13001,550129,2021-04-14,636.45
13001,552061,2021-05-06,1264.0800000000002
13001,556039,2021-06-08,501.5
13001,558902,2021-07-04,770.07
